userid,movieid,tagid
2004,1211,51
2004,1313,-1
2004,1358,-1
2004,1494,61
2004,1784,-1
2004,1870,309
2004,1870,51
2004,1894,61
2004,1894,0
2004,1901,61
2004,1901,0
2016,112,4
2016,112,0
2016,156,4
2016,582,72
2016,664,4
2016,664,72
2016,792,52
2016,965,-1
2016,1237,52
2016,1237,4
2016,1280,4
2016,1434,61
2016,1434,4
2016,1434,0
2016,1465,-1
2016,1620,4
2016,1620,0
2016,1644,4
2016,1739,0
2016,1918,72
2016,1934,4
2016,1934,72
2016,1934,15
